agency_id,account_sender_name,country_sender,account_receiver_name,country_receiver,amount,payment_type,datetime_timestamp
7234,Nissan,ITA,Valeo,ITA,5903790,cheque,2034000
5930,Monoprix,UK,Renault,SPA,4613683,card,2035000
2415,Tesla,SPA,Monoprix,JAP,4109391,transfer,2036000
4608,Chevron,JAP,McKesson,CHI,716700,card,2037000
1085,Chevron,GER,Monoprix,JAP,3326120,card,2038000
81,McKesson,JAP,Valeo,US,7688374,cheque,2039000
6945,Activision Blizard,SP,Chevron,UK,6460185,cheque,2040000
7648,CapGemini,SP,Chevron,ITA,1098655,cheque,2041000
471,CapGemini,FR,ConocoPhillips,US,2300394,cheque,2042000
8551,Nissan,FR,ConocoPhillips,UK,8452624,transfer,2043000
9585,ConocoPhillips,SPA,Chevron,SP,7900879,transfer,2044000
6389,Monoprix,CHI,Valeo,US,8157218,cheque,2045000
2658,Monoprix,SP,CapGemini,UK,352076,cheque,2046000
9973,Monoprix,JAP,Renault,SP,6476495,transfer,2047000
105,Monoprix,US,Tesla,SP,6070912,transfer,2048000
8392,Valeo,FR,Carrefour,JAP,7610909,cheque,2049000
3005,ConocoPhillips,SPA,CapGemini,ITA,8556142,cheque,2050000
5815,Tesla,SPA,ConocoPhillips,SP,1525466,card,2051000
3632,McKesson,SPA,Monoprix,SPA,3337196,cheque,2052000
9921,Carrefour,SWI,Monoprix,JAP,8276185,card,2053000
7787,ConocoPhillips,SP,McKesson,GER,5117283,transfer,2054000
9826,Carrefour,SPA,Renault,SWI,2643823,transfer,2055000
5911,Valeo,JAP,Carrefour,US,5364066,cheque,2056000
6493,Valeo,CHI,McKesson,JAP,7638811,card,2057000
1037,Monoprix,GER,General Motos,ITA,5252837,cheque,2058000
9783,Nissan,SP,Activision Blizard,UK,886883,card,2059000
7077,Activision Blizard,SP,General Motos,SWI,7071785,transfer,2060000
2716,Exxon Mobil,ITA,Exxon Mobil,UK,409604,transfer,2061000
8864,Valeo,SP,Valeo,SWI,7093680,transfer,2062000
7795,Activision Blizard,SP,Carrefour,SPA,6081524,cheque,2063000
7639,Carrefour,US,Chevron,CHI,5291817,transfer,2064000
1875,Tesla,FR,Valeo,SP,1269547,cheque,2065000
140,Valeo,SP,Nissan,FR,5373586,transfer,2066000
4892,Nissan,CHI,Nissan,ITA,7711231,card,2067000
4233,Valeo,GER,Activision Blizard,SP,3580545,cheque,2068000
2665,ConocoPhillips,ITA,Chevron,JAP,1014261,card,2069000
7673,Tesla,FR,McKesson,FR,4766329,card,2070000
7829,Tesla,CHI,McKesson,ITA,946313,transfer,2071000
8154,Renault,SPA,Renault,SWI,8135377,cheque,2072000
1754,Renault,SWI,Valeo,SPA,1188677,cheque,2073000
3121,Activision Blizard,CHI,Monoprix,SWI,7894353,cheque,2074000
1946,Exxon Mobil,UK,Carrefour,ITA,5066503,transfer,2075000
7903,ConocoPhillips,JAP,General Motos,UK,8083945,cheque,2076000
477,Tesla,FR,Monoprix,JAP,8346713,cheque,2077000
363,McKesson,SWI,Chevron,CHI,7120327,cheque,2078000
7586,Activision Blizard,US,ConocoPhillips,SWI,1102850,cheque,2079000
910,McKesson,US,Chevron,SWI,9698208,cheque,2080000
8550,ConocoPhillips,SWI,Renault,JAP,4121040,cheque,2081000
569,Tesla,ITA,Monoprix,FR,252575,cheque,2082000
7821,Renault,SWI,Activision Blizard,FR,6591529,card,2083000
5315,Exxon Mobil,CHI,ConocoPhillips,UK,1345575,cheque,2084000
7670,Chevron,JAP,Exxon Mobil,CHI,6668783,transfer,2085000
6935,Nissan,FR,Renault,CHI,6534090,card,2086000
4262,Tesla,FR,CapGemini,GER,550181,transfer,2087000
5323,CapGemini,FR,CapGemini,SPA,123373,cheque,2088000
1399,Renault,ITA,Monoprix,UK,5951003,transfer,2089000
2195,Activision Blizard,SWI,Nissan,SP,9615890,cheque,2090000
357,McKesson,SP,General Motos,GER,4678369,transfer,2091000
5070,Valeo,SP,McKesson,SWI,242412,card,2092000
1923,Activision Blizard,CHI,Carrefour,SP,2229750,transfer,2093000
3337,Monoprix,SP,Chevron,UK,5573503,transfer,2094000
1647,Monoprix,JAP,Monoprix,UK,1555634,card,2095000
5760,ConocoPhillips,SWI,McKesson,SPA,7610515,card,2096000
2613,CapGemini,GER,McKesson,SP,8573422,cheque,2097000
7330,Monoprix,FR,General Motos,GER,2870445,transfer,2098000
7400,Activision Blizard,SWI,Activision Blizard,FR,8899010,card,2099000
1910,Carrefour,US,Activision Blizard,GER,3878585,transfer,2100000
9085,Renault,FR,General Motos,FR,2129018,transfer,2101000
6211,Carrefour,UK,Carrefour,UK,362907,transfer,2102000
9668,Activision Blizard,JAP,Chevron,JAP,3496764,transfer,2103000
7389,Nissan,JAP,Exxon Mobil,SP,9172796,card,2104000
6786,McKesson,ITA,CapGemini,SP,8271345,card,2105000
4872,CapGemini,ITA,Tesla,SPA,3683361,cheque,2106000
1522,Activision Blizard,US,General Motos,SPA,3008453,transfer,2107000
6973,Chevron,SP,General Motos,FR,8681254,cheque,2108000
3946,ConocoPhillips,UK,Monoprix,SWI,1834120,cheque,2109000
3116,Valeo,SP,Tesla,SPA,1489826,cheque,2110000
6038,General Motos,US,McKesson,GER,1749767,transfer,2111000
8147,Carrefour,JAP,Tesla,SP,2935260,transfer,2112000
8874,Carrefour,GER,Valeo,JAP,4747627,card,2113000
5270,Nissan,CHI,General Motos,GER,6385018,transfer,2114000
5501,Exxon Mobil,CHI,Monoprix,SP,4145299,cheque,2115000
410,CapGemini,SP,CapGemini,ITA,8957185,card,2116000
9696,Monoprix,US,General Motos,ITA,6003885,transfer,2117000
870,Carrefour,US,Activision Blizard,UK,3859949,cheque,2118000
3731,Renault,ITA,Nissan,GER,6294231,transfer,2119000
7915,Chevron,UK,Chevron,ITA,5551873,transfer,2120000
9798,McKesson,US,General Motos,GER,8497273,cheque,2121000
6948,ConocoPhillips,SPA,Activision Blizard,UK,7826989,transfer,2122000
6067,Renault,SP,ConocoPhillips,FR,6025535,cheque,2123000
9631,Renault,SP,Carrefour,FR,9922320,cheque,2124000
8459,Tesla,US,Renault,GER,5433459,card,2125000
2058,ConocoPhillips,ITA,ConocoPhillips,ITA,4885438,cheque,2126000
2181,Exxon Mobil,JAP,CapGemini,UK,8986833,cheque,2127000
4313,ConocoPhillips,SWI,Chevron,SPA,5242680,transfer,2128000
623,Monoprix,JAP,Valeo,SPA,1467913,cheque,2129000
7062,ConocoPhillips,JAP,Carrefour,GER,3859569,transfer,2130000
365,Monoprix,SWI,Activision Blizard,UK,9549268,card,2131000
9911,Monoprix,UK,CapGemini,SWI,7075053,transfer,2132000
1941,Exxon Mobil,SP,Tesla,SPA,7941183,card,2133000
765,McKesson,SPA,Monoprix,SPA,6527911,cheque,2134000
4405,McKesson,SP,CapGemini,GER,4684662,card,2135000
3009,Renault,GER,ConocoPhillips,ITA,4913376,transfer,2136000
6778,McKesson,SWI,McKesson,JAP,9899830,card,2137000
575,General Motos,UK,Renault,SP,561060,card,2138000
2355,Tesla,SPA,Nissan,US,6166940,card,2139000
7411,McKesson,GER,Chevron,UK,8310315,cheque,2140000
457,Valeo,US,Tesla,SPA,8770538,card,2141000
8537,Carrefour,GER,Renault,SPA,7283762,cheque,2142000
6029,Exxon Mobil,SWI,Exxon Mobil,JAP,4862978,cheque,2143000
1821,Renault,GER,Activision Blizard,GER,252750,transfer,2144000
1950,Activision Blizard,UK,Carrefour,UK,4534983,card,2145000
2663,McKesson,UK,Carrefour,ITA,599588,cheque,2146000
4201,General Motos,JAP,ConocoPhillips,ITA,6093742,transfer,2147000
5000,McKesson,SP,Nissan,UK,802788,transfer,2148000
4080,Renault,US,Carrefour,UK,2763381,card,2149000
4362,ConocoPhillips,ITA,Renault,GER,717688,card,2150000
3160,Exxon Mobil,SP,Chevron,SWI,5473779,cheque,2151000
1133,Nissan,US,Carrefour,ITA,2776662,transfer,2152000
8953,Valeo,SPA,Renault,SPA,3873055,cheque,2153000
7946,Chevron,SP,Tesla,UK,895338,cheque,2154000
4809,Valeo,SP,Activision Blizard,JAP,1134417,cheque,2155000
9075,Tesla,UK,Activision Blizard,SPA,5568816,card,2156000
8964,Carrefour,SWI,General Motos,SWI,1142008,transfer,2157000
2122,General Motos,GER,Valeo,GER,3262490,card,2158000
2144,Activision Blizard,FR,Tesla,ITA,7938497,transfer,2159000
4502,Chevron,JAP,Valeo,GER,6148356,transfer,2160000
5141,Valeo,US,CapGemini,SWI,8989241,cheque,2161000
2701,Chevron,FR,ConocoPhillips,CHI,9668301,cheque,2162000
5698,ConocoPhillips,SPA,Exxon Mobil,SWI,4371786,cheque,2163000
9500,Exxon Mobil,FR,Tesla,FR,8045855,cheque,2164000
2022,Nissan,SWI,Exxon Mobil,FR,5375116,cheque,2165000
907,Renault,UK,Chevron,FR,2508387,cheque,2166000
8032,Chevron,JAP,Exxon Mobil,JAP,9991915,cheque,2167000
4023,General Motos,US,McKesson,JAP,9462854,transfer,2168000
1311,Monoprix,JAP,General Motos,UK,6581,transfer,2169000
3401,Chevron,SPA,McKesson,GER,7478196,cheque,2170000
5728,Renault,CHI,Exxon Mobil,CHI,9056635,cheque,2171000
1086,Renault,SP,Carrefour,SPA,6416850,card,2172000
5782,McKesson,ITA,McKesson,US,7548035,transfer,2173000
9895,Tesla,CHI,CapGemini,CHI,3440374,card,2174000
8203,Chevron,SWI,Carrefour,GER,815504,card,2175000
8528,CapGemini,GER,Tesla,UK,3882766,card,2176000
8296,Renault,SPA,Carrefour,CHI,7614570,transfer,2177000
9708,Renault,GER,Activision Blizard,UK,1488085,transfer,2178000
6569,Valeo,GER,General Motos,SPA,4282277,transfer,2179000
6774,Chevron,UK,ConocoPhillips,SWI,1620908,transfer,2180000
2242,Activision Blizard,UK,Nissan,UK,8626768,transfer,2181000
2940,Monoprix,US,Renault,SWI,6243096,cheque,2182000
1273,Monoprix,JAP,General Motos,SPA,8029955,transfer,2183000
8725,Valeo,SP,Monoprix,SPA,2726548,transfer,2184000
3356,Nissan,SPA,McKesson,CHI,540749,card,2185000
2091,Carrefour,US,McKesson,FR,5526152,card,2186000
3228,Valeo,JAP,Renault,FR,8494817,transfer,2187000
3380,General Motos,SP,McKesson,UK,6969528,cheque,2188000
8059,Chevron,CHI,Chevron,FR,6791956,cheque,2189000
7743,Activision Blizard,SP,General Motos,JAP,9458883,card,2190000
5177,McKesson,US,CapGemini,JAP,2898777,cheque,2191000
3792,CapGemini,US,Monoprix,SPA,2006592,cheque,2192000
3772,Activision Blizard,SP,McKesson,ITA,6466171,cheque,2193000
5138,Activision Blizard,ITA,Renault,ITA,3051341,transfer,2194000
7684,Monoprix,GER,ConocoPhillips,CHI,2648930,transfer,2195000
1569,General Motos,GER,McKesson,ITA,608271,card,2196000
1200,Exxon Mobil,FR,Renault,SPA,7799145,card,2197000
2646,Valeo,US,Chevron,ITA,5050976,card,2198000
1820,Carrefour,UK,Monoprix,SP,6850895,cheque,2199000
3999,Carrefour,JAP,CapGemini,FR,454226,transfer,2200000
2843,Renault,UK,McKesson,US,1605906,cheque,2201000
6825,McKesson,SP,Chevron,US,1078479,transfer,2202000
8499,General Motos,UK,Exxon Mobil,FR,5388057,card,2203000
7916,Carrefour,JAP,Activision Blizard,UK,7350982,cheque,2204000
6639,McKesson,FR,Renault,SP,5195926,card,2205000
8501,McKesson,CHI,Tesla,GER,183412,transfer,2206000
5520,Valeo,UK,CapGemini,ITA,1283653,cheque,2207000
5133,Chevron,CHI,McKesson,US,2875742,card,2208000
3733,Renault,CHI,ConocoPhillips,SWI,6495352,card,2209000
3914,Renault,SWI,Tesla,FR,3111690,transfer,2210000
1379,Exxon Mobil,CHI,Activision Blizard,GER,5680505,cheque,2211000
2798,Tesla,SP,ConocoPhillips,UK,1487025,transfer,2212000
1306,General Motos,FR,Activision Blizard,ITA,3309751,card,2213000
9711,Exxon Mobil,CHI,ConocoPhillips,SP,3416044,card,2214000
2882,ConocoPhillips,SP,General Motos,ITA,5901754,cheque,2215000
8034,Activision Blizard,US,McKesson,FR,9333613,cheque,2216000
440,Monoprix,CHI,Carrefour,US,7540648,cheque,2217000
2412,Renault,US,Carrefour,GER,322913,cheque,2218000
51,Exxon Mobil,UK,Activision Blizard,SPA,8386682,card,2219000
4001,Exxon Mobil,CHI,McKesson,SPA,751477,transfer,2220000
7074,General Motos,CHI,Chevron,SP,8358426,card,2221000
9978,Renault,SP,ConocoPhillips,ITA,6817070,transfer,2222000
4828,Valeo,SPA,Activision Blizard,FR,5230892,transfer,2223000
5547,ConocoPhillips,UK,Monoprix,US,6161111,card,2224000
9216,Nissan,ITA,Tesla,US,4749739,cheque,2225000
9046,Nissan,GER,General Motos,UK,202751,card,2226000
3095,Activision Blizard,UK,CapGemini,SPA,6050073,cheque,2227000
5909,ConocoPhillips,GER,ConocoPhillips,JAP,1868022,transfer,2228000
8881,Valeo,ITA,General Motos,ITA,5181221,cheque,2229000
2027,Monoprix,SWI,Exxon Mobil,FR,3890512,transfer,2230000
8904,Valeo,FR,Exxon Mobil,SP,9912053,transfer,2231000
6733,Monoprix,ITA,General Motos,ITA,1924294,card,2232000
8740,Exxon Mobil,JAP,Nissan,FR,4024325,cheque,2233000
2146,Valeo,JAP,Exxon Mobil,UK,4468128,transfer,2234000
8985,Exxon Mobil,SP,Activision Blizard,ITA,9742379,transfer,2235000
7522,Nissan,CHI,ConocoPhillips,CHI,2440557,transfer,2236000
5005,Renault,SWI,Monoprix,SP,5998979,card,2237000
5376,Valeo,UK,Valeo,SP,697546,cheque,2238000
4665,Tesla,US,General Motos,ITA,5382710,cheque,2239000
4102,Tesla,FR,McKesson,CHI,9645137,transfer,2240000
3627,Tesla,GER,Carrefour,FR,8919751,transfer,2241000
8127,General Motos,CHI,Carrefour,JAP,1366749,cheque,2242000
4853,Valeo,GER,CapGemini,SPA,7247411,card,2243000
1602,General Motos,GER,ConocoPhillips,UK,9554751,transfer,2244000
9919,Tesla,SWI,ConocoPhillips,SWI,4445113,cheque,2245000
2298,Valeo,JAP,Monoprix,FR,719997,card,2246000
3350,Nissan,SWI,Exxon Mobil,US,1792906,card,2247000
6322,Nissan,UK,Chevron,CHI,8246522,cheque,2248000
2801,Tesla,SPA,Nissan,US,6639059,cheque,2249000
3024,CapGemini,SP,Monoprix,GER,3332099,card,2250000
7773,Chevron,JAP,Activision Blizard,SPA,5706261,cheque,2251000
4425,Carrefour,FR,Valeo,SPA,1719722,transfer,2252000
6329,General Motos,JAP,CapGemini,SWI,6310891,transfer,2253000
9993,CapGemini,US,Nissan,GER,6497037,card,2254000
9891,Carrefour,JAP,Carrefour,US,5420926,cheque,2255000
2620,Renault,SWI,McKesson,SWI,6511078,transfer,2256000
4742,CapGemini,CHI,Chevron,FR,9853266,cheque,2257000
3931,Carrefour,SP,Carrefour,US,1706428,transfer,2258000
767,ConocoPhillips,CHI,General Motos,CHI,4553943,transfer,2259000
128,Chevron,SP,Valeo,GER,2114311,cheque,2260000
3846,Nissan,SWI,CapGemini,US,9496530,transfer,2261000
4371,Activision Blizard,US,Nissan,US,6646909,card,2262000
5955,CapGemini,UK,Tesla,US,5239822,transfer,2263000
5641,Monoprix,SP,Activision Blizard,JAP,8003307,cheque,2264000
2998,General Motos,GER,Carrefour,UK,3968342,cheque,2265000
4916,ConocoPhillips,SWI,Chevron,US,2514210,card,2266000
2415,Renault,JAP,Nissan,UK,7174807,cheque,2267000
6077,Tesla,SP,Activision Blizard,UK,4754521,cheque,2268000
8161,Tesla,FR,General Motos,JAP,1979977,card,2269000
2441,Chevron,JAP,CapGemini,SP,9755399,cheque,2270000
1759,Carrefour,GER,Valeo,US,8239408,cheque,2271000
6571,Activision Blizard,US,Nissan,GER,4474665,cheque,2272000
6046,CapGemini,UK,Carrefour,ITA,9967120,card,2273000
306,General Motos,FR,Nissan,JAP,1031563,card,2274000
7562,Renault,UK,Activision Blizard,SWI,955540,transfer,2275000
732,Tesla,US,Exxon Mobil,JAP,3220548,transfer,2276000
6316,Nissan,JAP,ConocoPhillips,UK,2251713,cheque,2277000
6936,Activision Blizard,JAP,Activision Blizard,JAP,5890603,cheque,2278000
4621,Renault,CHI,Monoprix,SPA,1352529,transfer,2279000
1866,Renault,CHI,Tesla,SWI,3074584,cheque,2280000
6102,Activision Blizard,ITA,McKesson,CHI,5604191,transfer,2281000
8088,Monoprix,GER,Chevron,SPA,2906495,card,2282000
6615,ConocoPhillips,US,CapGemini,GER,800231,card,2283000
8411,ConocoPhillips,SWI,Exxon Mobil,UK,8796886,card,2284000
1122,Monoprix,SP,McKesson,UK,5131991,cheque,2285000
7760,Tesla,JAP,Monoprix,US,9690182,transfer,2286000
2713,Monoprix,GER,Exxon Mobil,CHI,8160015,transfer,2287000
1935,Tesla,ITA,Monoprix,SPA,7318345,cheque,2288000
4187,Nissan,ITA,McKesson,US,285353,card,2289000
6342,Valeo,GER,CapGemini,US,8894717,cheque,2290000
9108,CapGemini,US,Tesla,SP,7286495,transfer,2291000
6346,Chevron,US,Activision Blizard,ITA,510645,card,2292000
3269,McKesson,SPA,Renault,FR,88279,card,2293000
8013,General Motos,SWI,Renault,CHI,7402156,cheque,2294000
1775,Renault,SWI,Valeo,CHI,8169162,card,2295000
791,Renault,US,Valeo,ITA,4469838,card,2296000
1442,CapGemini,FR,Activision Blizard,JAP,8555004,transfer,2297000
6511,Renault,JAP,Chevron,CHI,5483027,card,2298000
7144,ConocoPhillips,GER,Monoprix,FR,7786825,card,2299000
3679,Activision Blizard,SWI,Activision Blizard,JAP,3609579,transfer,2300000
6637,Tesla,SP,Valeo,FR,9779889,transfer,2301000
3645,Chevron,GER,Carrefour,SP,9789496,transfer,2302000
6429,Exxon Mobil,ITA,Nissan,CHI,851671,transfer,2303000
9854,Carrefour,SP,Monoprix,ITA,214586,transfer,2304000
2491,Carrefour,FR,Tesla,CHI,7841249,card,2305000
5780,ConocoPhillips,SP,Exxon Mobil,FR,5623278,cheque,2306000
9573,Renault,UK,General Motos,FR,3596683,cheque,2307000
7285,General Motos,ITA,Valeo,JAP,4744331,card,2308000
9195,CapGemini,SWI,Chevron,UK,6050571,cheque,2309000
4435,General Motos,FR,Monoprix,SPA,5425500,transfer,2310000
2966,Activision Blizard,ITA,Carrefour,SWI,2204467,transfer,2311000
6951,McKesson,SWI,CapGemini,CHI,3742245,transfer,2312000
2817,Chevron,US,General Motos,UK,2351947,transfer,2313000
3124,Activision Blizard,SP,Tesla,US,3129014,cheque,2314000
2835,Valeo,GER,Activision Blizard,SPA,2248611,cheque,2315000
8830,Monoprix,SPA,Tesla,UK,4923611,card,2316000
9459,Chevron,FR,Tesla,SP,8777370,cheque,2317000
9563,Carrefour,GER,Activision Blizard,US,2319042,transfer,2318000
529,Activision Blizard,JAP,ConocoPhillips,UK,3296803,card,2319000
1830,Monoprix,UK,CapGemini,FR,4071660,card,2320000
686,Chevron,GER,Renault,SWI,3459834,card,2321000
9408,Nissan,JAP,McKesson,SP,5991197,card,2322000
5690,ConocoPhillips,SP,Monoprix,SPA,7155611,transfer,2323000
3973,General Motos,JAP,CapGemini,UK,5122700,card,2324000
8530,Tesla,FR,ConocoPhillips,UK,4927982,transfer,2325000
5717,Tesla,CHI,Activision Blizard,ITA,5425904,transfer,2326000
7936,Carrefour,SWI,CapGemini,US,6962748,card,2327000
6875,McKesson,GER,Renault,SP,685351,transfer,2328000
2208,General Motos,US,Exxon Mobil,CHI,7506605,cheque,2329000
2402,Tesla,US,Exxon Mobil,FR,650593,transfer,2330000
2700,ConocoPhillips,SP,ConocoPhillips,SWI,7568494,cheque,2331000
482,ConocoPhillips,GER,Monoprix,JAP,8560380,cheque,2332000
7426,CapGemini,SP,Nissan,CHI,5099096,transfer,2333000
3847,CapGemini,SWI,Monoprix,JAP,838995,card,2334000
4312,McKesson,UK,Exxon Mobil,SP,425622,card,2335000
9139,General Motos,SWI,Renault,SWI,463548,card,2336000
2869,Carrefour,CHI,Valeo,ITA,9605250,cheque,2337000
8576,Tesla,SP,Carrefour,US,7110352,card,2338000
6182,Chevron,SPA,Monoprix,GER,2562870,cheque,2339000
3974,Carrefour,SPA,Valeo,SP,941628,card,2340000
4153,Exxon Mobil,SPA,Carrefour,JAP,7447321,card,2341000
5778,Chevron,SP,Carrefour,SPA,4780786,transfer,2342000
2903,Chevron,UK,Chevron,CHI,8846068,card,2343000
8071,General Motos,ITA,Monoprix,SWI,4264441,card,2344000
1687,Activision Blizard,ITA,Exxon Mobil,SP,3573333,cheque,2345000
7841,Valeo,UK,Monoprix,GER,759848,cheque,2346000
6010,Nissan,ITA,ConocoPhillips,CHI,3741630,cheque,2347000
6209,Chevron,CHI,General Motos,JAP,2019018,transfer,2348000
8850,Nissan,JAP,Activision Blizard,JAP,8288504,cheque,2349000
6949,Carrefour,US,General Motos,SP,4777506,cheque,2350000
4242,ConocoPhillips,SPA,Valeo,SP,6089439,card,2351000
6095,McKesson,SWI,Monoprix,FR,4376178,transfer,2352000
3875,Renault,SWI,McKesson,SWI,9855682,cheque,2353000
4966,McKesson,SPA,Carrefour,US,8289349,cheque,2354000
5435,Exxon Mobil,FR,ConocoPhillips,FR,9251794,cheque,2355000
8006,Valeo,ITA,Chevron,SWI,9320393,card,2356000
473,Exxon Mobil,ITA,Tesla,SPA,4109160,transfer,2357000
9637,ConocoPhillips,FR,General Motos,UK,8385092,card,2358000
4101,Renault,CHI,McKesson,ITA,5000454,cheque,2359000
3441,Carrefour,ITA,Exxon Mobil,GER,2906485,transfer,2360000
5252,Carrefour,FR,Carrefour,ITA,7835646,card,2361000
7169,Nissan,GER,Chevron,GER,4244649,card,2362000
4997,CapGemini,UK,Renault,US,2977525,cheque,2363000
7934,Monoprix,UK,Tesla,SPA,7405021,card,2364000
5315,CapGemini,ITA,Monoprix,GER,1620357,card,2365000
5352,CapGemini,ITA,Renault,ITA,2141376,card,2366000
1639,CapGemini,SPA,Renault,UK,4556422,cheque,2367000
3832,Exxon Mobil,JAP,ConocoPhillips,JAP,8338583,transfer,2368000
2627,CapGemini,US,Exxon Mobil,SP,81188,card,2369000
3550,Tesla,SPA,Activision Blizard,US,2651967,card,2370000
7931,Activision Blizard,SPA,General Motos,JAP,3680651,card,2371000
6129,Monoprix,SPA,ConocoPhillips,US,9240033,transfer,2372000
530,McKesson,FR,General Motos,FR,6425614,card,2373000
555,Chevron,SWI,CapGemini,SWI,1181008,cheque,2374000
9392,CapGemini,FR,Carrefour,JAP,3157618,cheque,2375000
6999,Activision Blizard,UK,Activision Blizard,US,4092061,card,2376000
2967,Exxon Mobil,US,CapGemini,ITA,4650754,card,2377000
1880,McKesson,SPA,General Motos,FR,9915045,cheque,2378000
3420,McKesson,SP,General Motos,CHI,4692776,card,2379000
7646,Exxon Mobil,SWI,Exxon Mobil,ITA,1978535,cheque,2380000
1831,CapGemini,JAP,Carrefour,JAP,9813794,transfer,2381000
9012,ConocoPhillips,US,Chevron,SWI,256079,transfer,2382000
1299,Carrefour,SP,Exxon Mobil,SPA,2405025,cheque,2383000
6560,Exxon Mobil,GER,Valeo,ITA,7632440,transfer,2384000
9762,Monoprix,GER,McKesson,US,3112324,card,2385000
1261,Monoprix,SPA,Chevron,JAP,350518,card,2386000
3999,Exxon Mobil,UK,Renault,UK,669688,cheque,2387000
3009,Activision Blizard,SP,CapGemini,ITA,2295966,card,2388000
9944,CapGemini,SP,CapGemini,GER,8804670,card,2389000
9074,ConocoPhillips,GER,Renault,SPA,9803985,card,2390000
1113,Tesla,SWI,CapGemini,ITA,1077315,transfer,2391000
2831,General Motos,ITA,Nissan,SWI,6553107,card,2392000
5967,Monoprix,GER,ConocoPhillips,SPA,4951394,cheque,2393000
5966,Activision Blizard,ITA,Chevron,JAP,8148853,cheque,2394000
429,Chevron,UK,Activision Blizard,JAP,9402247,transfer,2395000
7271,Activision Blizard,GER,Valeo,JAP,4169021,card,2396000
1341,McKesson,JAP,McKesson,GER,7551240,transfer,2397000
3992,Tesla,JAP,Tesla,SPA,7834415,cheque,2398000
8587,Renault,UK,Carrefour,FR,7567370,transfer,2399000
9288,ConocoPhillips,JAP,Renault,ITA,7958253,cheque,2400000
5976,General Motos,UK,General Motos,ITA,3063943,transfer,2401000
8736,Activision Blizard,SPA,Renault,SWI,8685216,cheque,2402000
2176,McKesson,CHI,Chevron,FR,4022276,transfer,2403000
4957,McKesson,JAP,General Motos,ITA,4194035,cheque,2404000
3918,Activision Blizard,JAP,Chevron,UK,9690413,cheque,2405000
3236,Monoprix,SWI,Nissan,CHI,753633,cheque,2406000
858,Monoprix,US,Activision Blizard,SP,4118606,cheque,2407000
3190,McKesson,GER,Activision Blizard,SP,8667805,cheque,2408000
382,Nissan,SPA,Valeo,US,8170160,cheque,2409000
3901,Tesla,UK,CapGemini,SPA,6287924,cheque,2410000
4247,Nissan,US,CapGemini,ITA,4230643,cheque,2411000
583,Chevron,SP,Renault,ITA,8990028,transfer,2412000
5384,Nissan,SPA,Chevron,GER,4129148,cheque,2413000
8782,CapGemini,SPA,Chevron,ITA,3848085,transfer,2414000
8617,McKesson,CHI,Tesla,US,3581087,cheque,2415000
9036,Monoprix,SPA,Tesla,SPA,2646967,cheque,2416000
1174,Monoprix,FR,Carrefour,FR,9091555,cheque,2417000
9046,Tesla,ITA,CapGemini,SWI,3142844,cheque,2418000
8752,Tesla,SPA,Nissan,CHI,3771405,cheque,2419000
